7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00288878, GP00004656, false. true
5, QRV: Car Type{Venti,Tall} AND Handed Drive{LHD }, CAY00003307, GP00003545, false. true
6,  , PT00096725, CAY00010636, false. true
7, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00017264, PT00023776, false. false
7, QRV: Car Type{Grande}, PT00082526, PT00021759, true. true
6, QRV: Car Type{Tall,Venti}, PT00016827, CAY00007179, false. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00068985, CAY00005267, false. true
7, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00016544, PT00021115, true. true
5, QRV: Car Type{Grande}, CAY00009232, GP00002247, false. false
7, QRV: Car Type{Venti} AND Handed Drive{LHD }, PT00020340, PT00018112, false. false
5, QRV: Car Type{Tall,Venti} AND Electric Lightning Rod{KMTA}, CAY00010137, GP00012085, false. false
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00070858, PT00070840, true. true
9, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT01033353, PT00012256, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Tall}, PT00088236, CAY00005481, false. false
9, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00079833, PT00094511, false. false
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, SC00007221, CAY00010140, false. false
7, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00020190, PT00019946, true. true
8, QRV: Car Type{Grande} AND Handed Drive{RHD }, SC00013486, PT00166478, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00002796, CAY00005102, false. true
6, QRV: Car Type{Grande}, PT00133813, CAY00010057, false. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00016034, CAY00009252, false. false
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00022156, PT00065130, true. true
7, QRV: Handed Drive{LHD } AND Car Type{Tall,Venti,Grande}, PT00008979, PT00009977, true. true
6, QRV: Handed Drive{LHD }, PT00088150, CAY00010558, false. true
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00027071, PT00015013, true. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00019068, CAY00007375, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00053636, CAY00002932, false. true
6,  , PT00094645, CAY00006836, false. false
5,  , CAY00008446, GP00008718, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00070313, CAY00007008, false. false
5, QRV: Car Type{Grande}, CAY00009042, GP00007407, false. false
5,  , CAY00010728, GP00004299, false. true
8, QRV: Handed Drive{LHD } AND Car Type{Tall,Venti}, PT00034025, PT00140984, true. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00019684, CAY00006569, false. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00014557, CAY00006569, false. true
8, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00282770, PT00073475, false. false
5,  , CAY00002186, GP00008718, false. false
5, QRV: Handed Drive{LHD } AND Car Type{Tall,Venti}, CAY00011273, GP00007516, false. false
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00101066, PT00022242, true. true
6, QRV: Car Type{Venti} AND Handed Drive{LHD } OR Handed Drive{LHD } AND Car Type{Tall}, PT00016099, CAY00003300, false. true
5, QRV: Handed Drive{RHD } AND Car Type{Grande}, CAY00003518, GP00008718, false. false
7, QRV: Car Type{Venti} AND Handed Drive{LHD }, PT00022549, PT00017542, true. true
7, QRV: Car Type{Venti}, PT00174658, PT00064105, true. true
9, QRV: Car Type{Tall,Venti} AND Handed Drive{LHD }, PT00021880, PT00024251, false. false
7, QRV: Car Type{Venti} AND Handed Drive{LHD } OR Handed Drive{LHD } AND Car Type{Tall}, PT00026492, PT00018248, true. true
7, QRV: Handed Drive{LHD } AND Car Type{Venti}, PT00022034, PT00015412, true. true
7, QRV: Car Type{Venti,Tall}, PT00101133, PT00020294, true. true
7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00168573, GP00010832, false. true
5, QRV: Car Type{Grande} AND Handed Drive{LHD }, CAY00007103, GP00004771, false. true
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT01286013, PT00229359, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Tall}, PT00392026, CAY00006034, false. false
7, QRV: Car Type{Tall}, PT00082748, PT00082751, true. true
8, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00013857, PT00013169, false. false
5, QRV: Car Type{Tall,Venti}, CAY00002784, GP00004114, false. true
7, QRV: Handed Drive{LHD } AND Car Type{Grande} AND ASMR{Erewhon}, PT00097180, PT00014263, true. true
8, QRV: Car Type{Tall,Venti} AND Motors{Accord Dual-motor FWD }, PT00023535, PT00094650, false. false
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00251411, PT00186154, false. false
10, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT01298294, PT01297480, false. false
5, QRV: Car Type{Grande} AND Handed Drive{RHD }, CAY00015152, GP00005889, false. false
5, QRV: Car Type{Grande} AND Handed Drive{LHD }, CAY00006527, GP00011664, false. true
6, QRV: Handed Drive{LHD }, PT00065536, CAY00007731, false. false
7, QRV: Car Type{Tall,Venti} AND Motors{Accord Dual-motor FWD }, PT00094650, PT00018210, false. true
7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT01351626, GP00018088, false. false
5, QRV: Car Type{Venti,Tall} AND Handed Drive{LHD }, CAY00002982, GP00006736, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00103848, PT00090968, true. true
3,  , SB00009371, SY00002272, false. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00058026, CAY00009231, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00084228, PT00019480, true. true
7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00101108, GP00009081, false. true
7,  , PT00096375, PT00096528, true. true
7,  , PT00101070, PT00022242, true. true
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00085110, PT00085108, true. true
6, QRV: Car Type{Tall}, PT00014674, CAY00006630, false. false
5, QRV: Car Type{Venti} AND Handed Drive{LHD }, CAY00009425, GP00002204, false. false
9, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00089670, PT00022780, true. true
7, QRV: Car Type{Venti,Tall}, PT00012551, PT00016688, false. false
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00071178, PT00015511, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00054290, CAY00003573, false. true
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00094538, PT01759805, false. false
7, QRV: Car Type{Tall}, PT00083560, PT00053265, false. false
8, QRV: Handed Drive{LHD } AND Car Type{Venti} OR Car Type{Tall} AND Handed Drive{LHD }, PT00021907, PT00023414, false. true
5, QRV: Car Type{Tall,Venti}, CAY00004701, GP00004368, false. false
6, QRV: Wheel Drive{All Wheel Drive } AND Car Type{Tall}, PT00074636, CAY00002903, false. false
5,  , CAY00007216, GP00010473, false. false
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00075386, PT00022483, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Venti,Tall}, PT00018281, CAY00010642, false. true
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT01607465, PT00283998, true. true
8, QRV: Car Type{Venti}, PT00076083, PT00076095, false. false
5, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SB00009386, GP00009740, false. true
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00259434, PT00254121, true. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00014272, CAY00005267, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Tall}, PT00025724, PT00015582, true. true
6, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00023313, CAY00005298, true. true
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00136584, PT00022066, true. true
6, QRV: Car Type{Tall}, PT00017490, CAY00003919, false. true
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00138257, PT00024546, true. true
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00019742, PT00019467, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00015105, PT00019191, false. false
6, QRV: Car Type{Grande}, PT00142960, CAY00003760, false. false
9, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00133998, PT00138109, false. false
5, QRV: Car Type{Grande}, CAY00005081, GP00009991, false. false
9, QRV: Car Type{Tall,Venti} AND Handed Drive{LHD }, PT00017844, PT00019258, false. false
7, QRV: Car Type{Tall,Venti}, PT00020996, PT00016827, true. true
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00023627, PT00143930, true. true
9, QRV: Car Type{Tall,Venti}, PT00103305, PT00022328, false. false
5, QRV: Car Type{Venti}, CAY00006556, GP00011671, false. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00021414, CAY00007670, false. false
6, QRV: Car Type{Tall,Venti}, PT00022569, CAY00005946, false. false
5, QRV: Handed Drive{LHD } AND Car Type{Grande}, CAY00005157, GP00006435, false. false
9, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00093908, PT00094511, false. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00016916, CAY00008666, false. false
6, QRV: Car Type{Tall}, PT00020053, CAY00006344, false. false
8, QRV: Car Type{Tall,Venti} AND Motors{Accord Dual-motor FWD }, PT00072545, PT00094650, true. true
10, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00079830, PT00079831, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00026382, CAY00003573, false. true
7, QRV: Car Type{Grande}, PT00062190, PT00074751, true. true
5, QRV: Handed Drive{LHD } AND Car Type{Grande}, CAY00005248, GP00006736, false. false
7, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00160986, PT00019231, true. true
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SC00043720, PT00254286, false. false
7, QRV: Car Type{Tall}, PT00027661, PT00065440, true. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00022687, CAY00002421, false. true
7,  , PT00024116, PT00026496, false. false
7,  , PT00017883, PT00017239, true. true
6, QRV: Car Type{Venti} AND Handed Drive{LHD }, PT00089613, CAY00010170, false. true
3,  , SB00009998, SY00001962, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00100053, PT00068085, true. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00017005, CAY00007901, false. false
5,  , CAY00008057, GP00004299, false. true
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, SC00012675, PT00053636, true. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, SC00011600, CAY00005976, false. false
6, QRV: Car Type{Tall}, PT00066593, CAY00003231, false. false
5, QRV: Car Type{Venti}, CAY00008344, GP00011671, false. false
7, QRV: Car Type{Venti}, PT00093011, PT00022341, true. true
7, QRV: Car Type{Tall}, PT00082750, PT00082751, true. true
7, QRV: Car Type{Tall,Venti,Grande}, PT00002907, PT00009989, true. true
8, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00105451, PT00104005, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00068981, CAY00008666, false. false
6, QRV: Car Type{Venti}, PT00015401, CAY00011108, false. true
6, QRV: Car Type{Venti} AND Handed Drive{LHD }, PT00089628, CAY00010170, false. true
6, QRV: Car Type{Tall,Venti}, PT00025992, CAY00001383, false. false
7, QRV: Car Type{Venti} AND Handed Drive{LHD }, PT00023155, PT00019991, true. true
5, QRV: Car Type{Grande}, CAY00004399, GP00002247, false. false
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00097065, PT00142617, true. true
10, QRV: Car Type{Tall,Venti} AND Handed Drive{LHD }, PT00019847, PT00017825, false. false
7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, AY00012423, GP00003311, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00019131, CAY00006679, false. true
8, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00019056, PT00024388, false. true
5, QRV: Car Type{Grande}, CAY00006587, GP00009991, false. false
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, SC00012238, PT00161614, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Tall} OR Handed Drive{LHD } AND Car Type{Venti}, PT00018423, CAY00002929, true. true
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00054596, PT00091468, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00174000, PT00138395, true. true
9, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00094723, PT00072130, false. false
9, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SC00022971, PT00003256, true. true
6,  , SC00007241, CAY00005178, false. false
6, QRV: Car Type{Tall}, PT00092550, CAY00005998, false. false
9, QRV: Car Type{Grande}, PT00018154, PT00019495, true. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00133953, CAY00002534, false. false
7, QRV: Car Type{Tall}, PT00097641, PT00065440, true. true
6, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00024273, CAY00001495, false. true
4, QRV: Handed Drive{LHD } AND Car Type{Tall,Venti}, GP00007516, SB00009371, false. true
7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00261447, GP00004663, false. false
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SC00012003, PT01105736, true. true
5, QRV: Car Type{Grande}, CAY00003024, GP00002833, false. false
6, QRV: Car Type{Venti} AND Handed Drive{LHD } OR Car Type{Tall} AND Handed Drive{LHD }, PT00015627, CAY00007918, false. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00021384, CAY00007737, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00072180, PT00065910, true. true
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00843568, PT00271034, false. false
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00022151, PT00013042, true. true
7,  , PT00103380, PT00145894, true. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, SC00003435, CAY00002932, false. false
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00133820, PT00022066, true. true
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00103476, PT00070840, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00015202, CAY00003812, false. false
8, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT01029663, PT01401105, false. false
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00017393, CAY00004322, false. true
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00093795, PT00093696, true. true
8, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00017487, PT00013169, true. true
7, QRV: Car Type{Tall,Venti} AND Motors{Accord Dual-motor FWD }, PT00004880, PT00018210, false. false
8, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00070853, PT00070851, false. false
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00082760, CAY00007737, false. false
8, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00143300, PT00021857, true. true
7, QRV: Car Type{Tall,Venti}, PT00087786, PT00078516, true. true
9, QRV: Car Type{Tall,Venti}, PT00103298, PT00022328, false. false
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00158705, PT00096981, true. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00072573, CAY00010140, false. true
6, QRV: Car Type{Tall}, PT00090578, CAY00002508, false. false
7, QRV: Handed Drive{LHD } AND Car Type{Venti}, PT00016092, PT00015412, true. true
6, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00020754, CAY00009252, false. false
6, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00024618, CAY00003693, false. true
7, QRV: Car Type{Grande}, PT00024329, PT00020873, true. true
6, QRV: Car Type{Tall,Venti}, PT00441226, CAY00002006, false. false
6, QRV: Car Type{Tall,Venti}, PT00020744, CAY00004878, false. true
6, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00080130, CAY00009891, false. false
9, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SC00012821, PT00195965, true. true
5, QRV: Car Type{Grande} AND Handed Drive{RHD }, CAY00004870, GP00007407, false. false
8, QRV: Car Type{Tall,Venti} AND Motors{Accord Dual-motor FWD }, PT00002595, PT00094650, true. true
7, QRV: Car Type{Tall}, PT00013767, PT00018480, true. true
7, QRV: Handed Drive{LHD } AND Car Type{Venti}, PT00280978, PT00091683, true. true
5, QRV: Car Type{Grande} AND Handed Drive{RHD }, CAY00001802, GP00008799, false. false
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00137647, CAY00007391, false. true
6, QRV: Car Type{Tall}, PT00076758, CAY00004365, false. true
5, QRV: Car Type{Grande} AND Handed Drive{RHD }, CAY00006531, GP00004299, false. true
6, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00178605, CAY00015365, false. false
8, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00093221, PT00069765, false. false
6, QRV: Car Type{Venti}, PT00056038, CAY00002241, false. false
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00097650, CAY00011314, false. false
3,  , SB00005211, SY00007705, false. false
7, QRV: Handed Drive{RHD } AND Car Type{Grande}, SC00000596, PT00021906, true. true
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00091051, PT00142617, true. true
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00173276, PT00022066, true. true
7, QRV: Car Type{Venti}, PT00263725, PT00080518, true. true
5, QRV: Car Type{Tall,Venti}, CAY00002626, GP00007407, false. false
5, QRV: Handed Drive{LHD } AND Car Type{Grande}, CAY00006660, GP00008718, false. false
7, QRV: Car Type{Tall,Venti}, PT00074481, PT00021774, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00014282, CAY00006109, false. true
7, QRV: Handed Drive{RHD } AND Car Type{Grande}, PT00022285, PT00019684, true. true
5, QRV: Car Type{Tall,Venti}, CAY00007389, GP00009991, false. true
8, QRV: Handed Drive{LHD } AND Car Type{Venti} OR Car Type{Tall} AND Handed Drive{LHD }, PT00020839, PT00023414, true. true
7, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00173993, PT00138395, true. true
5, QRV: Handed Drive{LHD } AND Car Type{Grande}, CAY00004274, GP00002274, false. true
5, QRV: Car Type{Grande}, CAY00001976, GP00010481, false. false
4, QRV: USA{Yes}, GP00010881, SB00008470, false. true
9, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SC00045115, PT01797891, false. false
7, QRV: Car Type{Venti}, PT00024805, PT00025635, true. true
7, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, PT00007372, GP00004451, true. true
6, QRV: Car Type{Tall,Venti}, PT00144210, CAY00002241, false. false
6,  , PT00074656, CAY00010648, false. false
8, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00102011, PT00093810, false. false
10, QRV: Battery{LMAO 5 Module,LMAO 190 Module}, SC00011571, PT00039103, true. true
8, QRV: Handed Drive{LHD } AND Car Type{Tall,Venti}, PT00140581, PT00025071, false. false
7, QRV: Car Type{Venti} AND Handed Drive{LHD }, SC00010750, PT00089605, true. true
5,  , CAY00006999, GP00008718, false. false
7, QRV: Car Type{Grande} AND Handed Drive{LHD }, PT00367568, PT00315865, true. true
4, QRV: Battery{LMAO 5 Module} AND Wheel Drive{All Wheel Drive }, GP00009740, SB00003830, false. true
6, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00245450, CAY00007737, false. false
7,  , PT00063581, PT00086960, true. true
6, QRV: Handed Drive{LHD } AND Car Type{Tall,Venti}, PT00016465, CAY00005389, false. true
8, QRV: Handed Drive{LHD } AND Car Type{Grande}, PT00067271, PT00072795, true. true
7, QRV: Car Type{Grande} AND Handed Drive{RHD }, PT00098270, PT00098273, false. false
7, QRV: Car Type{Grande}, PT00074756, PT00074755, true. true
